ID,Pale,Intskin,Darkskin,Blonde,Brownh,Black,Blue,Int,Brown,F,M
70,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
71,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
72,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
73,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-06,2.21E-05,1,0.0000001
75,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,0.0000001,4.52E-05,6.64E-08,1,0.0000001
76,0.043641713,0.199084668,1.91E-05,0.08883871,0.293741935,0.016258065,1.10E-13,1.39E-05,1.00E-05,0.0000001,1
78,0.010910428,0.123569794,0.000343249,0.08883871,0.293741935,0.016258065,1.85E-12,4.18E-05,6.63E-07,1,0.0000001
80,0.043641713,0.199084668,1.91E-05,0.149193548,0.259856631,0.009856631,1.29E-09,0.000217297,1.83E-09,0.0000001,1
83,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,9.28E-06,2.00E-07,0.0000001,1,0.0000001
85,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,6.65E-14,8.65E-06,2.47E-06,1,0.0000001
88,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,9.28E-06,2.00E-07,0.0000001,1,0.0000001
91,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,0.0000001,1
92,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,1,0.0000001
94,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.80E-05,1.40E-07,0.0000001,1,0.0000001
98,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.37E-08,7.05E-05,1.87E-10,1,0.0000001
99,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,9.28E-06,2.00E-07,0.0000001,1,0.0000001
100,0.153311142,0.095058659,0.0000001,0.058285714,0.358857143,0.024,1.80E-05,1.40E-07,0.0000001,1,0.0000001
101,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
102,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,0.0000001,1
103,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
107,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,4.21E-09,1.40E-07,0.0000001,1,0.0000001
110,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,3.27E-06,7.34E-05,0.0000001,1,0.0000001
111,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
112,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,1,0.0000001
114,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.18E-12,1.16E-05,1.99E-06,0.0000001,1
116,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,0.0000001,1
118,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,7.33E-13,1.81E-05,2.60E-06,1,0.0000001
122,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,3.43E-06,7.22E-05,0.0000001,1,0.0000001
123,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
124,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,1,0.0000001
126,0.0000001,0.185449259,0.0000001,0.08883871,0.293741935,0.016258065,6.53E-07,7.46E-05,0.0000001,1,0.0000001
129,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,3.58E-11,2.20E-05,9.47E-08,0.0000001,1
131,0.007405866,0.109839817,0.002184315,0.043127517,0.396187919,0.026496644,0.0000001,1.53E-07,1.33E-05,1,0.0000001
132,0.010910428,0.123569794,0.000343249,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,1,0.0000001
133,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.25E-06,0.000212224,6.04E-12,1,0.0000001
140,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,1,0.0000001
144,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.76E-09,9.23E-05,5.85E-09,0.0000001,1
147,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
148,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,1,0.0000001
152,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,0.0000001,1
157,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,6.26E-08,1.03E-07,3.41E-11,1,0.0000001
158,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,0.0000001,1
160,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.18E-12,1.16E-05,1.99E-06,0.0000001,1
161,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,1,0.0000001
162,0.010910428,0.123569794,0.000343249,0.072427293,0.350484713,0.016063883,2.70E-08,1.07E-07,6.46E-10,1,0.0000001
165,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.23E-11,5.42E-05,1.72E-07,1,0.0000001
167,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,3.00E-11,2.32E-05,1.11E-07,1,0.0000001
168,0.010910428,0.123569794,0.000343249,0.072427293,0.350484713,0.016063883,2.25E-13,8.66E-06,2.41E-06,1,0.0000001
170,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.69E-12,3.73E-05,9.43E-07,1,0.0000001
171,0.153311142,0.095058659,0.0000001,0.093959732,0.28038777,0.017524236,8.68E-09,5.85E-05,7.30E-10,0.0000001,1
172,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,6.78E-07,0.000298483,5.50E-12,1,0.0000001
173,0.0000001,0.0000001,0.002032979,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-05,8.62E-09,1,0.0000001
175,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,1.33E-10,1.58E-07,2.78E-08,1,0.0000001
177,0.043641713,0.199084668,1.91E-05,0.072427293,0.350484713,0.016063883,2.46E-10,1.12E-07,3.05E-08,1,0.0000001
178,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,5.11E-12,2.75E-05,9.34E-08,1,0.0000001
179,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,1,0.0000001
180,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,1,0.0000001
187,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,0.0000001,1
188,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.80E-05,1.40E-07,0.0000001,0.0000001,1
189,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
191,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,6.22E-07,7.59E-05,0.0000001,1,0.0000001
193,0.010910428,0.123569794,0.000343249,0.08883871,0.293741935,0.016258065,1.85E-12,4.18E-05,6.63E-07,0.0000001,1
198,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,6.78E-07,0.000298483,5.50E-12,1,0.0000001
200,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
201,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,3.00E-11,2.32E-05,1.11E-07,1,0.0000001
204,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
205,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
206,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,3.58E-11,2.20E-05,9.47E-08,0.0000001,1
208,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,5.50E-15,6.73E-06,5.66E-05,1,0.0000001
212,0.029623466,0.17696415,1.21E-07,0.093959732,0.28038777,0.017524236,0.0000001,2.01E-08,0.000671076,0.0000001,1
214,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
216,0.0000001,0.0000001,0.002032979,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-05,8.62E-09,1,0.0000001
218,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
219,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
222,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,1.71E-05,1.42E-07,0.0000001,1,0.0000001
223,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,0.0000001,1
225,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
228,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,1.71E-05,1.42E-07,0.0000001,1,0.0000001
233,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,8.56E-07,6.87E-05,0.0000001,1,0.0000001
239,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.23E-11,5.42E-05,1.72E-07,1,0.0000001
241,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
243,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.60E-06,1.70E-07,0.0000001,1,0.0000001
245,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,3.58E-11,2.20E-05,9.47E-08,0.0000001,1
246,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.76E-09,9.23E-05,5.85E-09,1,0.0000001
247,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
250,0.0000001,0.0000001,0.002032979,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-05,8.62E-09,0.0000001,1
259,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,1.08E-07,1.62E-07,1.34E-10,1,0.0000001
260,0.029623466,0.17696415,1.21E-07,0.093959732,0.28038777,0.017524236,0.0000001,2.01E-08,0.000671076,1,0.0000001
261,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.80E-05,1.40E-07,0.0000001,0.0000001,1
262,0.014801138,0.09899726,4.12E-05,0.043127517,0.396187919,0.026496644,1.19E-08,7.37E-05,2.05E-10,1,0.0000001
267,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,5.50E-15,6.73E-06,5.66E-05,1,0.0000001
268,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.20E-10,6.29E-05,1.51E-08,1,0.0000001
269,0.0000001,0.214285714,0.010252905,0.043127517,0.396187919,0.026496644,0.0000001,5.86E-07,4.00E-05,1,0.0000001
270,0.029623466,0.17696415,1.21E-07,0.043127517,0.396187919,0.026496644,0.0000001,8.37E-07,2.74E-05,1,0.0000001
271,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,5.06E-08,0.000461219,1,0.0000001
277,0.043641713,0.199084668,1.91E-05,0.072427293,0.350484713,0.016063883,2.46E-10,1.12E-07,3.05E-08,0.0000001,1
278,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,1,0.0000001
279,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
281,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,6.65E-14,8.65E-06,2.47E-06,1,0.0000001
284,0.153311142,0.095058659,0.0000001,0.149193548,0.259856631,0.009856631,4.47E-06,9.24E-05,0.0000001,0.0000001,1
285,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
286,0.043641713,0.199084668,1.91E-05,0.08883871,0.293741935,0.016258065,1.10E-13,1.39E-05,1.00E-05,0.0000001,1
287,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
289,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.18E-12,1.16E-05,1.99E-06,1,0.0000001
291,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
292,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,7.93E-13,2.44E-05,4.68E-07,1,0.0000001
294,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,0.0000001,1
296,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.80E-05,1.40E-07,0.0000001,1,0.0000001
297,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,2.98E-06,0.000323955,0.0000001,1
298,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,7.93E-13,2.44E-05,4.68E-07,0.0000001,1
300,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,7.93E-13,2.44E-05,4.68E-07,0.0000001,1
301,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
302,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
303,0.0000001,0.0000001,0.002032979,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-05,8.62E-09,1,0.0000001
309,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,0.0000001,4.52E-05,6.64E-08,1,0.0000001
312,0.153311142,0.095058659,0.0000001,0.058285714,0.358857143,0.024,1.71E-05,1.42E-07,0.0000001,1,0.0000001
315,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
320,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,6.78E-07,0.000298483,5.50E-12,0.0000001,1
321,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,0.0000001,1
322,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,6.22E-07,7.59E-05,0.0000001,1,0.0000001
325,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,1.23E-11,5.42E-05,1.72E-07,1,0.0000001
327,0.153311142,0.095058659,0.0000001,0.058285714,0.358857143,0.024,9.28E-06,2.00E-07,0.0000001,1,0.0000001
328,0.11301092,0.118653576,0.0000001,0.08883871,0.293741935,0.016258065,0.0000001,2.91E-06,2.79E-05,1,0.0000001
329,0.010910428,0.123569794,0.000343249,0.043127517,0.396187919,0.026496644,0.0000001,8.10E-06,1.70E-07,0.0000001,1
334,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,2.70E-06,1.08E-07,0.0000001,1,0.0000001
336,0.0000001,0.214285714,0.010252905,0.043127517,0.396187919,0.026496644,0.0000001,5.86E-07,4.00E-05,0.0000001,1
337,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.80E-05,1.40E-07,0.0000001,1,0.0000001
338,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,6.65E-06,2.65E-07,1,0.0000001
339,0.007405866,0.109839817,0.002184315,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,0.000363011,0.0000001,1
341,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,9.28E-06,2.00E-07,0.0000001,1,0.0000001
342,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
346,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,0.0000001,1
348,0.014801138,0.09899726,4.12E-05,0.126984127,0.253968254,0.015873016,0.0000001,4.43E-07,0.0000001,1,0.0000001
349,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,7.93E-13,2.44E-05,4.68E-07,1,0.0000001
350,0.010910428,0.123569794,0.000343249,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,0.0000001,1
351,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
352,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,0.0000001,1.56E-05,2.01E-07,0.0000001,1
353,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
354,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
355,0.0000001,0.0000001,0.002032979,0.043127517,0.396187919,0.026496644,0.0000001,1.86E-05,8.62E-09,0.0000001,1
356,0.0000001,0.214285714,0.010252905,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,6.57E-06,1,0.0000001
357,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,1,0.0000001
359,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,1.10E-13,1.39E-05,1.00E-05,1,0.0000001
362,0.043641713,0.199084668,1.91E-05,0.072427293,0.350484713,0.016063883,2.32E-12,4.08E-05,1.24E-07,0.0000001,1
365,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,1.71E-05,1.42E-07,0.0000001,1,0.0000001
367,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,1.39E-07,0.000415487,0.0000001,1
369,0.007405866,0.109839817,0.002184315,0.043127517,0.396187919,0.026496644,0.0000001,1.53E-07,1.33E-05,1,0.0000001
371,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
373,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,9.28E-06,2.00E-07,0.0000001,1,0.0000001
374,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.76E-09,9.23E-05,5.85E-09,1,0.0000001
380,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
382,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.80E-05,1.40E-07,0.0000001,1,0.0000001
387,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.25E-06,0.000212224,6.04E-12,1,0.0000001
389,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,0.0000001,1.61E-06,2.69E-05,0.0000001,1
391,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,5.11E-12,2.75E-05,9.34E-08,1,0.0000001
394,0.043641713,0.199084668,1.91E-05,0.043127517,0.396187919,0.026496644,7.93E-13,2.44E-05,4.68E-07,1,0.0000001
396,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,4.69E-06,9.09E-05,0.0000001,1,0.0000001
398,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.25E-06,0.000212224,6.04E-12,0.0000001,1
399,0.153311142,0.095058659,0.0000001,0.093959732,0.28038777,0.017524236,1.71E-05,1.42E-07,0.0000001,1,0.0000001
406,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,7.33E-13,1.81E-05,2.60E-06,0.0000001,1
409,0.007405866,0.109839817,0.002184315,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,0.000363011,0.0000001,1
412,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
415,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,5.50E-15,6.73E-06,5.66E-05,1,0.0000001
418,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,7.17E-07,7.26E-05,0.0000001,0.0000001,1
421,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,1.71E-05,1.42E-07,0.0000001,1,0.0000001
422,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
427,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,0.0000001,1
428,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
429,0.153311142,0.095058659,0.0000001,0.08883871,0.293741935,0.016258065,1.71E-05,1.42E-07,0.0000001,0.0000001,1
430,0.029623466,0.17696415,1.21E-07,0.093959732,0.28038777,0.017524236,0.0000001,2.01E-08,0.000671076,0.0000001,1
431,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
